obsID,SA3,SA8
1152,ter. locomotion,forage
1153,ter. locomotion,forage
1154,ter. locomotion,forage
1155,ter. locomotion,forage
1156,ter. locomotion,forage
1157,ter. locomotion,forage
1158,ter. locomotion,forage
1159,no locomotion,body care
1160,no locomotion,body care
1161,no locomotion,body care
1162,no locomotion,body care
1163,no locomotion,body care
1164,no locomotion,body care
1165,no locomotion,body care
1166,no locomotion,body care
1167,ter. locomotion,forage
1168,ter. locomotion,body care
1169,no locomotion,body care
1170,no locomotion,body care
1171,no locomotion,body care
1172,no locomotion,body care
1173,no locomotion,stand
1174,no locomotion,stand
1175,no locomotion,stand
1176,no locomotion,stand
1177,no locomotion,stand
1178,no locomotion,stand
1179,no locomotion,stand
1180,no locomotion,stand
1181,no locomotion,body care
1182,no locomotion,body care
1183,no locomotion,body care
1184,no locomotion,body care
1185,no locomotion,body care
1186,no locomotion,stand
1187,ter. locomotion,forage
1188,no locomotion,body care
1189,no locomotion,body care
1190,no locomotion,body care
1191,no locomotion,body care
1192,no locomotion,body care
1193,no locomotion,body care
1194,no locomotion,body care
1195,no locomotion,body care
1196,no locomotion,body care
1197,no locomotion,body care
1198,no locomotion,body care
1199,no locomotion,body care
1200,no locomotion,stand
1201,no locomotion,stand
1202,no locomotion,stand
1203,no locomotion,stand
1204,no locomotion,stand
1205,no locomotion,stand
1206,no locomotion,body care
1207,no locomotion,stand
1208,no locomotion,stand
1209,no locomotion,stand
1210,no locomotion,stand
1211,no locomotion,stand
1212,no locomotion,sit
1213,no locomotion,stand
1214,no locomotion,stand
1215,no locomotion,body care
1216,no locomotion,sit
1217,no locomotion,sit
1218,no locomotion,body care
1219,no locomotion,stand
1220,no locomotion,stand
1221,ter. locomotion,forage
1222,no locomotion,stand
1223,no locomotion,body care
1224,no locomotion,stand
1225,no locomotion,stand
1226,ter. locomotion,forage
1227,no locomotion,body care
1228,ter. locomotion,forage
1229,ter. locomotion,forage
1230,ter. locomotion,forage
1231,ter. locomotion,forage
1232,ter. locomotion,forage
1233,no locomotion,body care
1234,ter. locomotion,forage
1235,ter. locomotion,forage
1236,no locomotion,sit
1237,no locomotion,sit
1238,no locomotion,sit
1239,no locomotion,sit
1240,no locomotion,sit
1241,no locomotion,sit
1242,no locomotion,sit
1243,no locomotion,sit
1244,no locomotion,sit
1245,no locomotion,sit
1246,no locomotion,sit
1247,no locomotion,sit
1248,no locomotion,sit
1249,no locomotion,sit
1250,no locomotion,sit
1251,no locomotion,sit
1252,no locomotion,sit
1253,no locomotion,sit
1254,no locomotion,sit
1255,no locomotion,sit
1256,no locomotion,sit
1257,no locomotion,sit
1258,no locomotion,sit
1259,no locomotion,sit
1260,no locomotion,sit
1261,no locomotion,sit
1262,no locomotion,sit
1263,no locomotion,sit
1264,no locomotion,sit
1265,no locomotion,sit
1266,no locomotion,sit
1267,no locomotion,sit
1268,fly,fly
1269,ter. locomotion,forage
1270,ter. locomotion,forage
1271,ter. locomotion,forage
1272,ter. locomotion,forage
1273,ter. locomotion,forage
1274,no locomotion,body care
1275,no locomotion,sit
1276,no locomotion,sit
1277,no locomotion,sit
1278,no locomotion,body care
1279,no locomotion,sit
1280,no locomotion,body care
1281,no locomotion,sit
1282,no locomotion,sit
1283,no locomotion,stand
1284,no locomotion,stand
1285,no locomotion,stand
1286,no locomotion,stand
1287,no locomotion,stand
1288,no locomotion,stand
1289,no locomotion,stand
1290,no locomotion,stand
1291,no locomotion,stand
1292,no locomotion,stand
1293,no locomotion,stand
1294,no locomotion,stand
1295,fly,fly
1296,no locomotion,body care
1297,no locomotion,stand
1298,no locomotion,stand
1299,no locomotion,stand
1300,no locomotion,stand
1301,no locomotion,stand
1302,no locomotion,body care
1303,no locomotion,stand
1304,no locomotion,stand
1305,no locomotion,sit
1306,no locomotion,stand
1307,no locomotion,body care
1308,ter. locomotion,sit
1309,ter. locomotion,forage
1310,ter. locomotion,forage
1311,no locomotion,body care
1312,no locomotion,sit
1313,ter. locomotion,forage
1314,ter. locomotion,forage
1315,no locomotion,body care
1316,no locomotion,body care
1317,no locomotion,sit
1318,ter. locomotion,forage
1319,no locomotion,sit
1320,no locomotion,body care
1321,no locomotion,body care
1322,no locomotion,body care
1323,no locomotion,body care
1324,ter. locomotion,forage
1325,ter. locomotion,forage
1326,ter. locomotion,forage
1327,ter. locomotion,forage
1328,ter. locomotion,forage
1329,ter. locomotion,forage
1330,ter. locomotion,forage
1331,no locomotion,body care
1332,ter. locomotion,forage
1333,ter. locomotion,forage
1334,no locomotion,stand
1335,ter. locomotion,forage
1336,ter. locomotion,forage
1337,ter. locomotion,forage
1338,no locomotion,sit
1339,ter. locomotion,forage
1340,ter. locomotion,forage
1341,ter. locomotion,forage
1342,ter. locomotion,forage
1343,no locomotion,sit
1344,no locomotion,sit
1345,no locomotion,sit
1346,no locomotion,sit
1347,no locomotion,body care
1348,no locomotion,stand
1349,no locomotion,sit
1350,no locomotion,sit
1351,no locomotion,sit
1352,no locomotion,sit
1353,no locomotion,sit
1354,no locomotion,sit
1355,no locomotion,sit
1356,no locomotion,sit
1357,no locomotion,stand
1358,no locomotion,stand
1359,no locomotion,sit
1360,no locomotion,sit
1361,no locomotion,body care
1362,no locomotion,sit
1363,no locomotion,stand
1364,no locomotion,sit
1365,no locomotion,stand
1366,no locomotion,stand
1367,no locomotion,sit
1368,no locomotion,sit
1369,no locomotion,body care
1370,no locomotion,sit
1371,ter. locomotion,forage
1372,ter. locomotion,forage
1373,ter. locomotion,sit
1374,ter. locomotion,forage
1375,ter. locomotion,forage
1376,no locomotion,body care
1377,no locomotion,stand
1378,ter. locomotion,forage
1379,ter. locomotion,forage
1380,ter. locomotion,forage
1381,no locomotion,sit
1382,ter. locomotion,forage
1383,no locomotion,stand
1384,ter. locomotion,forage
1385,ter. locomotion,forage
1386,ter. locomotion,forage
1387,ter. locomotion,forage
1388,ter. locomotion,forage
1389,ter. locomotion,forage
1390,ter. locomotion,forage
1391,ter. locomotion,forage
1392,ter. locomotion,forage
1393,ter. locomotion,forage
1394,ter. locomotion,forage
1395,ter. locomotion,forage
1396,ter. locomotion,forage
1397,no locomotion,body care
1398,no locomotion,body care
1399,no locomotion,sit
1400,no locomotion,sit
1401,no locomotion,sit
1402,no locomotion,sit
1403,no locomotion,stand
1404,no locomotion,stand
1405,no locomotion,stand
1406,no locomotion,stand
1407,no locomotion,stand
1408,no locomotion,stand
1409,no locomotion,stand
1410,no locomotion,stand
1411,no locomotion,stand
1412,no locomotion,stand
1413,ter. locomotion,forage
1414,ter. locomotion,forage
1415,ter. locomotion,forage
1416,ter. locomotion,forage
1417,ter. locomotion,forage
1418,ter. locomotion,forage
1419,ter. locomotion,forage
1420,ter. locomotion,forage
1421,ter. locomotion,forage
1422,ter. locomotion,forage
1423,ter. locomotion,forage
1424,ter. locomotion,forage
1425,ter. locomotion,forage
1426,ter. locomotion,forage
1427,ter. locomotion,forage
1428,ter. locomotion,forage
1429,ter. locomotion,forage
1430,ter. locomotion,forage
1431,ter. locomotion,forage
1432,ter. locomotion,forage
1433,ter. locomotion,forage
1434,no locomotion,body care
1435,no locomotion,body care
1436,no locomotion,body care
1437,ter. locomotion,forage
1438,ter. locomotion,forage
1439,ter. locomotion,forage
1440,no locomotion,body care
1441,ter. locomotion,forage
1442,no locomotion,body care
1443,no locomotion,body care
1444,no locomotion,body care
1445,no locomotion,body care
1446,no locomotion,body care
1447,no locomotion,body care
1448,no locomotion,body care
1449,ter. locomotion,forage
1450,ter. locomotion,forage
1451,ter. locomotion,forage
1452,no locomotion,body care
1453,ter. locomotion,forage
1454,no locomotion,body care
1455,no locomotion,body care
1456,no locomotion,body care
1457,ter. locomotion,forage
1458,ter. locomotion,forage
1459,ter. locomotion,forage
1460,ter. locomotion,forage
1461,ter. locomotion,forage
1462,fly,fly
1463,ter. locomotion,forage
1464,ter. locomotion,forage
1465,fly,fly
1466,ter. locomotion,forage
1467,ter. locomotion,forage
1468,fly,fly
1469,no locomotion,stand
1470,no locomotion,body care
1471,ter. locomotion,forage
1472,ter. locomotion,forage
1473,ter. locomotion,forage
1474,ter. locomotion,forage
1475,ter. locomotion,forage
1476,no locomotion,body care
1477,ter. locomotion,forage
1478,ter. locomotion,forage
1479,ter. locomotion,forage
1480,ter. locomotion,forage
1481,ter. locomotion,forage
1482,ter. locomotion,forage
1483,ter. locomotion,forage
1484,ter. locomotion,forage
1485,ter. locomotion,forage
1486,ter. locomotion,forage
1487,ter. locomotion,forage
1488,ter. locomotion,forage
1489,no locomotion,body care
1490,no locomotion,body care
1491,no locomotion,body care
1492,ter. locomotion,forage
1493,ter. locomotion,forage
1494,ter. locomotion,forage
1495,ter. locomotion,forage
1496,ter. locomotion,forage
1497,no locomotion,body care
1498,ter. locomotion,forage
1499,ter. locomotion,forage
1500,ter. locomotion,forage
1501,ter. locomotion,forage
1502,ter. locomotion,forage
1503,ter. locomotion,forage
1504,ter. locomotion,forage
1505,ter. locomotion,forage
1506,ter. locomotion,forage
1507,ter. locomotion,forage
1508,no locomotion,body care
1509,ter. locomotion,forage
1510,fly,fly
1511,no locomotion,sit
1512,ter. locomotion,forage
1513,ter. locomotion,forage
1514,ter. locomotion,forage
1515,no locomotion,body care
1516,ter. locomotion,forage
1517,no locomotion,sit
1518,no locomotion,sit
1519,no locomotion,body care
1520,no locomotion,sit
1521,no locomotion,body care
1522,no locomotion,body care
1523,no locomotion,stand
1524,no locomotion,stand
1525,no locomotion,stand
1526,no locomotion,body care
1527,no locomotion,stand
1528,no locomotion,stand
1529,no locomotion,stand
1530,no locomotion,body care
1531,no locomotion,sit
1532,no locomotion,stand
1533,no locomotion,stand
1534,no locomotion,stand
1535,no locomotion,body care
1536,no locomotion,body care
1537,no locomotion,stand
1538,no locomotion,stand
1539,no locomotion,stand
1540,no locomotion,body care
1541,no locomotion,body care
1542,no locomotion,body care
1543,no locomotion,body care
1544,ter. locomotion,forage
1545,ter. locomotion,forage
1546,no locomotion,stand
1547,no locomotion,sit
1548,no locomotion,body care
1549,no locomotion,stand
1550,no locomotion,body care
1551,no locomotion,body care
1552,fly,fly
1553,ter. locomotion,forage
1554,no locomotion,sit
1555,no locomotion,body care
1556,no locomotion,stand
1557,no locomotion,sit
1558,no locomotion,stand
1559,no locomotion,body care
1560,ter. locomotion,forage
1561,no locomotion,sit
1562,ter. locomotion,forage
1563,no locomotion,sit
1564,no locomotion,stand
1565,no locomotion,sit
1566,no locomotion,stand
1567,ter. locomotion,forage
1568,no locomotion,body care
1569,no locomotion,body care
1570,no locomotion,body care
1571,fly,fly
1572,fly,fly
1573,no locomotion,body care
1574,no locomotion,body care
1575,ter. locomotion,forage
1576,ter. locomotion,forage
1577,no locomotion,body care
1578,no locomotion,body care
1579,no locomotion,sit
1580,ter. locomotion,forage
1581,ter. locomotion,forage
1582,ter. locomotion,forage
1583,ter. locomotion,forage
1584,ter. locomotion,forage
1585,ter. locomotion,forage
1586,no locomotion,stand
1587,no locomotion,stand
1588,no locomotion,stand
1589,no locomotion,body care
1590,no locomotion,body care
1591,ter. locomotion,forage
1592,ter. locomotion,forage
1593,no locomotion,stand
1594,no locomotion,stand
1595,no locomotion,stand
1596,no locomotion,stand
1597,ter. locomotion,forage
1598,no locomotion,stand
1599,no locomotion,stand
1600,no locomotion,stand
1601,no locomotion,stand
1602,no locomotion,stand
1603,no locomotion,sit
1604,no locomotion,stand
1605,no locomotion,stand
1606,ter. locomotion,forage
1607,no locomotion,stand
1608,no locomotion,stand
1609,no locomotion,stand
1610,ter. locomotion,forage
1611,ter. locomotion,forage
1612,ter. locomotion,forage
1613,ter. locomotion,forage
1614,no locomotion,body care
1615,ter. locomotion,forage
1616,ter. locomotion,forage
1617,ter. locomotion,forage
1618,ter. locomotion,forage
1619,ter. locomotion,forage
1620,ter. locomotion,forage
1621,ter. locomotion,forage
1622,ter. locomotion,forage
1623,ter. locomotion,forage
1624,ter. locomotion,forage
1625,ter. locomotion,forage
1626,ter. locomotion,forage
1627,ter. locomotion,forage
1628,ter. locomotion,forage
1629,ter. locomotion,forage
1630,ter. locomotion,forage
1631,ter. locomotion,forage
1632,ter. locomotion,forage
1633,ter. locomotion,forage
1634,ter. locomotion,forage
1635,ter. locomotion,forage
1636,ter. locomotion,forage
1637,ter. locomotion,forage
1638,ter. locomotion,forage
1639,ter. locomotion,forage
1640,ter. locomotion,forage
1641,ter. locomotion,forage
1642,ter. locomotion,forage
1643,ter. locomotion,forage
1644,ter. locomotion,forage
1645,ter. locomotion,forage
1646,ter. locomotion,forage
1647,ter. locomotion,forage
1648,ter. locomotion,forage
1649,ter. locomotion,forage
1650,ter. locomotion,forage
1651,ter. locomotion,forage
1652,ter. locomotion,forage
1653,ter. locomotion,forage
1654,ter. locomotion,forage
1655,ter. locomotion,forage
1656,ter. locomotion,forage
1657,ter. locomotion,forage
1658,ter. locomotion,forage
1659,ter. locomotion,forage
1660,ter. locomotion,forage
1661,ter. locomotion,forage
1662,ter. locomotion,forage
1663,ter. locomotion,forage
1664,ter. locomotion,forage
1665,ter. locomotion,forage
1666,ter. locomotion,forage
1667,ter. locomotion,sit
1668,fly,fly
1669,fly,fly
